policy,tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,180.0,cloud1:low,1031.826,23.73667,1042.311,1,1760776619
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,220.0,edge1:high,690.139,42.19852,700.162,1,1760776619
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,220.0,edge1:high,690.139,42.19852,700.162,1,1760776619
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,220.0,local:med,754.867,47.09657,762.670,1,1760776619
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,220.0,edge1:med,711.793,30.14180,720.419,1,1760776619
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.600,1536.0,220.0,cloud1:low,1031.826,23.73667,1042.311,1,1760776619
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,100.0,edge1:high,184.646,4.00080,195.954,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,100.0,edge1:high,184.646,4.00080,195.954,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,100.0,local:med,199.141,4.46518,206.944,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,100.0,edge1:med,190.295,2.85772,200.027,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,100.0,cloud1:low,302.435,2.25045,312.920,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,140.0,edge1:high,184.646,4.00080,195.954,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,140.0,edge1:high,184.646,4.00080,195.954,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,140.0,local:med,199.141,4.46518,206.944,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,140.0,edge1:med,190.295,2.85772,200.027,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,140.0,cloud1:low,302.435,2.25045,312.920,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,180.0,edge1:high,184.646,4.00080,195.954,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,180.0,edge1:high,184.646,4.00080,195.954,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,180.0,local:med,199.141,4.46518,206.944,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,180.0,edge1:med,190.295,2.85772,200.027,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,180.0,cloud1:low,302.435,2.25045,312.920,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,220.0,edge1:med,190.295,2.85772,200.027,0,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,220.0,edge1:high,184.646,4.00080,195.954,0,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,220.0,local:med,199.141,4.46518,206.944,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,220.0,edge1:med,190.295,2.85772,200.027,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,64.0,220.0,cloud1:low,302.435,2.25045,312.920,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,100.0,edge1:high,281.663,8.67881,292.971,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,100.0,edge1:high,281.663,8.67881,292.971,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,100.0,local:med,303.326,9.68617,311.129,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,100.0,edge1:med,290.313,6.19915,300.045,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,100.0,cloud1:low,439.177,4.88183,449.662,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,140.0,edge1:high,281.663,8.67881,292.971,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,140.0,edge1:high,281.663,8.67881,292.971,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,140.0,local:med,303.326,9.68617,311.129,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,140.0,edge1:med,290.313,6.19915,300.045,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,140.0,cloud1:low,439.177,4.88183,449.662,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:high,281.663,8.67881,292.971,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:high,281.663,8.67881,292.971,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,180.0,local:med,303.326,9.68617,311.129,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,180.0,edge1:med,290.313,6.19915,300.045,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,180.0,cloud1:low,439.177,4.88183,449.662,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:high,281.663,8.67881,292.971,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:high,281.663,8.67881,292.971,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,220.0,local:med,303.326,9.68617,311.129,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,220.0,edge1:med,290.313,6.19915,300.045,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,256.0,220.0,cloud1:low,439.177,4.88183,449.662,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:high,598.199,30.41855,609.507,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:high,598.199,30.41855,609.507,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,100.0,local:med,643.248,33.94927,651.051,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,100.0,edge1:med,616.638,21.72753,626.370,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,100.0,cloud1:low,885.326,17.11043,895.811,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:high,598.199,30.41855,609.507,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:high,598.199,30.41855,609.507,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,140.0,local:med,643.248,33.94927,651.051,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,140.0,edge1:med,616.638,21.72753,626.370,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,140.0,cloud1:low,885.326,17.11043,895.811,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:high,598.199,30.41855,609.507,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:high,598.199,30.41855,609.507,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,180.0,local:med,643.248,33.94927,651.051,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,180.0,edge1:med,616.638,21.72753,626.370,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,180.0,cloud1:low,885.326,17.11043,895.811,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:high,598.199,30.41855,609.507,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:high,598.199,30.41855,609.507,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,220.0,local:med,643.248,33.94927,651.051,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,220.0,edge1:med,616.638,21.72753,626.370,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1024.0,220.0,cloud1:low,885.326,17.11043,895.811,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,100.0,local:med,808.671,47.09657,816.474,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,100.0,edge1:high,752.241,42.19852,763.549,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,100.0,local:med,808.671,47.09657,816.474,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,100.0,edge1:med,775.444,30.14180,785.176,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,100.0,cloud1:low,1102.444,23.73667,1112.928,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:high,752.241,42.19852,763.549,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:high,752.241,42.19852,763.549,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,140.0,local:med,808.671,47.09657,816.474,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,140.0,edge1:med,775.444,30.14180,785.176,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,140.0,cloud1:low,1102.444,23.73667,1112.928,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:high,752.241,42.19852,763.549,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:high,752.241,42.19852,763.549,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,180.0,local:med,808.671,47.09657,816.474,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,180.0,edge1:med,775.444,30.14180,785.176,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,180.0,cloud1:low,1102.444,23.73667,1112.928,1,1760776620
CSN,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:high,752.241,42.19852,763.549,1,1760776620
GreedyLatency,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:high,752.241,42.19852,763.549,1,1760776620
AlwaysLocal,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,220.0,local:med,808.671,47.09657,816.474,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,220.0,edge1:med,775.444,30.14180,785.176,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,80.000,0.01000,0.500,0.900,1536.0,220.0,cloud1:low,1102.444,23.73667,1112.928,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,100.0,cloud1:low,163.736,2.23010,174.220,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,100.0,edge1:high,74.241,3.96462,83.798,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,100.0,local:med,93.465,4.42480,101.268,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,100.0,edge1:med,76.847,2.83187,85.072,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,100.0,cloud1:low,163.736,2.23010,174.220,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:low,98.558,2.54868,107.754,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:high,74.241,3.96462,83.798,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,140.0,local:med,93.465,4.42480,101.268,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,140.0,edge1:med,76.847,2.83187,85.072,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,140.0,cloud1:low,163.736,2.23010,174.220,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:low,98.558,2.54868,107.754,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:high,74.241,3.96462,83.798,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,180.0,local:med,93.465,4.42480,101.268,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,180.0,edge1:med,76.847,2.83187,85.072,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,180.0,cloud1:low,163.736,2.23010,174.220,0,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:low,98.558,2.54868,107.754,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:high,74.241,3.96462,83.798,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,220.0,local:med,93.465,4.42480,101.268,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,220.0,edge1:med,76.847,2.83187,85.072,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,64.0,220.0,cloud1:low,163.736,2.23010,174.220,0,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:high,171.476,8.64263,181.032,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:high,171.476,8.64263,181.032,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,100.0,local:med,197.884,9.64579,205.687,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,100.0,edge1:med,177.089,6.17331,185.314,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,100.0,cloud1:low,300.785,4.86148,311.270,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:high,171.476,8.64263,181.032,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:high,171.476,8.64263,181.032,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,140.0,local:med,197.884,9.64579,205.687,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,140.0,edge1:med,177.089,6.17331,185.314,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,140.0,cloud1:low,300.785,4.86148,311.270,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:high,171.476,8.64263,181.032,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:high,171.476,8.64263,181.032,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,180.0,local:med,197.884,9.64579,205.687,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,180.0,edge1:med,177.089,6.17331,185.314,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,180.0,cloud1:low,300.785,4.86148,311.270,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:med,177.089,6.17331,185.314,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:high,171.476,8.64263,181.032,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,220.0,local:med,197.884,9.64579,205.687,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,220.0,edge1:med,177.089,6.17331,185.314,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,256.0,220.0,cloud1:low,300.785,4.86148,311.270,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:high,465.409,30.38236,474.966,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:high,465.409,30.38236,474.966,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,100.0,local:med,513.534,33.90889,521.337,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,100.0,edge1:med,480.112,21.70169,488.337,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,100.0,cloud1:low,715.076,17.09008,725.561,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:high,465.409,30.38236,474.966,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:high,465.409,30.38236,474.966,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,140.0,local:med,513.534,33.90889,521.337,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,140.0,edge1:med,480.112,21.70169,488.337,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,140.0,cloud1:low,715.076,17.09008,725.561,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,180.0,cloud1:low,715.076,17.09008,725.561,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,180.0,edge1:high,465.409,30.38236,474.966,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,180.0,local:med,513.534,33.90889,521.337,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,180.0,edge1:med,480.112,21.70169,488.337,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,180.0,cloud1:low,715.076,17.09008,725.561,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:high,465.409,30.38236,474.966,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:high,465.409,30.38236,474.966,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,220.0,local:med,513.534,33.90889,521.337,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,220.0,edge1:med,480.112,21.70169,488.337,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1024.0,220.0,cloud1:low,715.076,17.09008,725.561,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:high,611.197,42.16234,620.753,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:high,611.197,42.16234,620.753,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,100.0,local:med,670.093,47.05618,677.896,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,100.0,edge1:med,630.409,30.11596,638.634,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,100.0,cloud1:low,920.559,23.71632,931.044,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:high,611.197,42.16234,620.753,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:high,611.197,42.16234,620.753,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,140.0,local:med,670.093,47.05618,677.896,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,140.0,edge1:med,630.409,30.11596,638.634,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,140.0,cloud1:low,920.559,23.71632,931.044,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:high,611.197,42.16234,620.753,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:high,611.197,42.16234,620.753,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,180.0,local:med,670.093,47.05618,677.896,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,180.0,edge1:med,630.409,30.11596,638.634,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,180.0,cloud1:low,920.559,23.71632,931.044,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:high,611.197,42.16234,620.753,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:high,611.197,42.16234,620.753,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,220.0,local:med,670.093,47.05618,677.896,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,220.0,edge1:med,630.409,30.11596,638.634,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.200,1536.0,220.0,cloud1:low,920.559,23.71632,931.044,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:med,89.246,2.83187,97.872,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:high,86.268,3.96462,96.291,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,100.0,local:med,106.381,4.42480,114.184,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,100.0,edge1:med,89.246,2.83187,97.872,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,100.0,cloud1:low,180.688,2.23010,191.172,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:low,114.057,2.54868,123.702,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:high,86.268,3.96462,96.291,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,140.0,local:med,106.381,4.42480,114.184,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,140.0,edge1:med,89.246,2.83187,97.872,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,140.0,cloud1:low,180.688,2.23010,191.172,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:low,114.057,2.54868,123.702,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:high,86.268,3.96462,96.291,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,180.0,local:med,106.381,4.42480,114.184,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,180.0,edge1:med,89.246,2.83187,97.872,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,180.0,cloud1:low,180.688,2.23010,191.172,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:low,114.057,2.54868,123.702,0,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:high,86.268,3.96462,96.291,0,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,220.0,local:med,106.381,4.42480,114.184,0,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,220.0,edge1:med,89.246,2.83187,97.872,0,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,64.0,220.0,cloud1:low,180.688,2.23010,191.172,0,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:high,183.297,8.64263,193.320,1,1760776620
GreedyLatency,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:high,183.297,8.64263,193.320,1,1760776620
AlwaysLocal,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,100.0,local:med,210.578,9.64579,218.381,1,1760776620
AlwaysEdgeMed,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,100.0,edge1:med,189.275,6.17331,197.901,1,1760776620
AlwaysCloudLow,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,100.0,cloud1:low,317.446,4.86148,327.931,1,1760776620
CSN,tenantA,app1,20.000,120.000,0.00000,0.500,0.600,256.0,140.0,edge1:high,183.297,8.64263,193.320,1,1760776621
